,2020-05-25_2020-10-10,2020-06-01_2020-10-10,2020-06-08_2020-10-10,2020-06-15_2020-10-10,2020-06-22_2020-10-10,2020-06-29_2020-10-10,2020-07-06_2020-10-10,2020-07-13_2020-10-10,2020-07-20_2020-10-10,2020-07-27_2020-10-10,2020-08-03_2020-10-10,2020-08-10_2020-10-10,2020-08-17_2020-10-10,2020-08-24_2020-10-10,2020-08-31_2020-10-10,2020-09-07_2020-10-10,2020-09-14_2020-10-10,2020-09-21_2020-10-10,2020-09-28_2020-10-10,2020-10-05_2020-10-10
perc_beat_baseline-YYG-ParamSearch,,,,,,,,0.6470588235,0.4901960784,0.5294117647,0.5098039216,0.5490196078,0.5490196078,0.5490196078,0.5490196078,0.5294117647,0.5882352941,0.5882352941,0.6470588235,0.6470588235
perc_beat_baseline-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,0.2608695652,0.2272727273,0.1063829787,0.1276595745
mean_abs_error-Auquan-SEIR,,,,,,,,,,,,,268.2352941,206.9411765,,,,,,
mean_abs_error-BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,28.03137255
mean_abs_error-Baseline,2376.192157,1919.719608,1787.715686,1411.488235,1146.219608,1537.119608,922.4882353,657.2627451,470.845098,308.7078431,532.9235294,409.2960784,378.9333333,276.672549,207.7058824,141.6627451,96.48431373,71.72156863,40.99019608,19.42941176
mean_abs_error-CEID-Walk,,,,,,,,,,,,,,,,,100.2529412,85.21960784,47.63137255,19.10196078
mean_abs_error-CMU-TimeSeries,,,,,,,,,,,,,,,,,,,,
mean_abs_error-COVIDhub-baseline,,,,,,,,,,,,,,,,,96.96862745,85.47058824,46.68235294,19.50980392
mean_abs_error-COVIDhub-ensemble,,,,,,,,,,,,,,,,,77.70588235,49.84313725,30.54901961,18.80392157
mean_abs_error-CU-select,,,,,,,,,,,,,,,,,137,108.6470588,79.52941176,33.11764706
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,,144.0588235,146.7843137,72.17647059,26.94117647
mean_abs_error-Covid19Sim-Simulator,1327.145098,1315.670588,1248.896078,974.5745098,871.3470588,1174.570588,983.7352941,743.9215686,532.9215686,428.9588235,291.0352941,,,424.527451,141.0666667,143.2568627,98.94313725,87.39803922,58.14117647,46.60784314
mean_abs_error-CovidAnalytics-DELPHI,,,,,,,,,,,,,,256.5490196,202.8235294,161.2352941,123.2156863,87.60784314,55.23529412,23.25490196
mean_abs_error-DDS-NBDS,,,,,,,,,,,,,,,,,110.1509804,66.2627451,48.80196078,25.49215686
mean_abs_error-GT-DeepCOVID,,,,,,,,,,,,,,,,,,,,
mean_abs_error-GT_CHHS-COVID19,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,19.79607843
mean_abs_error-Google_Harvard-CPF,,,,,,,,,,,,,,,,,,137.7411765,48.99411765,38.88039216
mean_abs_error-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IHME-CurveFit,,,1523.55098,1046.107843,699.2529412,725.3019608,678.4921569,,511.7509804,414.5686275,395.2156863,385.2490196,,461.8607843,391.6588235,240.2960784,,99.53921569,92.52745098,
mean_abs_error-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IowaStateLW-STEM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JCB-PRM,,,,,,,,,,,,,,,,93.90392157,88.98235294,53.43137255,35.14705882,22.86666667
mean_abs_error-JHUAPL-Bucky,,,,,,,,,,,,,,,,,206.2588235,130.0627451,91.76470588,36.62156863
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JHU_IDD-CovidSP,,,,,,,,,,,,,,,,139.7960784,96.11176471,59.68431373,38.94705882,23.59411765
mean_abs_error-Karlen-pypm,,,,,,,,,,,,,,,,117.9431373,92.77647059,60.91372549,33.07647059,20.93529412
mean_abs_error-LANL-GrowthRate,,,,,,,,,,,,,,320.772549,228.0843137,182.7294118,134.6647059,76.25686275,46.84117647,27.52156863
mean_abs_error-LNQ-ens1,,,,,,,,,,,,,,,,,108.6960784,60.57058824,27.3,18.27843137
mean_abs_error-MITCovAlliance-SIR,,,,,,,,,,,,,703.0764706,,,221.3431373,205.5215686,161.1431373,49.35882353,
mean_abs_error-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,120.6862745,54.03921569,41.74509804,24.78431373
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-FRED,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-mobility,,,,,,,,,,,,,,,167.0509804,166.6901961,161.8901961,104.0901961,59.57843137,24.69019608
mean_abs_error-OliverWyman-Navigator,,,,,,,,,,,,,,,,,85.14509804,65.88235294,50.24705882,20.78823529
mean_abs_error-PSI-DRAFT,,,,,,,,,,,,,,,296.7254902,278.0490196,141.1862745,81.09803922,55.15686275,32.42156863
mean_abs_error-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,,,,,,,,344.5098039,276.645098,260.8058824,219.7882353,160.8686275,97.83529412,31.03137255
mean_abs_error-STH-3PU,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,75.94901961,55.2745098,57.29411765,22.49019608
mean_abs_error-TTU-squider,,,,,,,,,,,,,,,,,653.4294118,,498.5411765,224.5921569
mean_abs_error-UA-EpiCovDA,,,,,,,,,,,,,,,,,156.4901961,82.23529412,50.8627451,21.25490196
mean_abs_error-UCLA-SuEIR,,,,,,,1013.372549,626.0882353,555.145098,383.2529412,302.7058824,333.245098,248.8078431,196.5980392,166.5411765,118.9196078,82.4627451,70.70980392,39.71764706,21.65490196
mean_abs_error-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UMass-MechBayes,,,,,,,,,,,,,,,,,88.03921569,56.66666667,32.03921569,19.43137255
mean_abs_error-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,,,,,,,,,,,,,482.5588235,364.0980392,342.8117647,275.0078431,217.6098039,171.0607843,118.5627451,
mean_abs_error-USC-SI_kJalpha,,,,,,,,,,,,,232.745098,234.4509804,172.9215686,118.0196078,87.76470588,62.90196078,46.37254902,18.80392157
mean_abs_error-UT-Mobility,,,,,,,,,,,,,,,,,147.9509804,98.2254902,78.02941176,27.70588235
mean_abs_error-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,251.7588235,195.2764706,153.0647059,109.5666667,79.11568627
mean_abs_error-YYG-ParamSearch,,,,,,,,397.1117647,392.1666667,301.2588235,214.6333333,190.2019608,146.1764706,146.8470588,123.7705882,108.8803922,102.4823529,65.05686275,35.10196078,14.69607843
mean_abs_error-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,,,,
