,2020-04-20_2020-05-02,2020-04-27_2020-05-09,2020-05-04_2020-05-16,2020-05-11_2020-05-23,2020-05-18_2020-05-30,2020-05-25_2020-06-06,2020-06-01_2020-06-13,2020-06-08_2020-06-20,2020-06-15_2020-06-27,2020-06-22_2020-07-04,2020-06-29_2020-07-11,2020-07-06_2020-07-18,2020-07-13_2020-07-25,2020-07-20_2020-08-01,2020-07-27_2020-08-08,2020-08-03_2020-08-15,2020-08-10_2020-08-22,2020-08-17_2020-08-29,2020-08-24_2020-09-05,2020-08-31_2020-09-12,2020-09-07_2020-09-19,2020-09-14_2020-09-26,2020-09-21_2020-10-03,2020-09-28_2020-10-10,2020-10-05_2020-10-17,2020-10-12_2020-10-24,2020-10-19_2020-10-31,2020-10-26_2020-11-07,2020-11-02_2020-11-14,2020-11-09_2020-11-21,2020-11-16_2020-11-28,2020-11-23_2020-12-05,2020-11-30_2020-12-12,2020-12-07_2020-12-19,2020-12-14_2020-12-26,2020-12-21_2021-01-02,2020-12-28_2021-01-09,2021-01-04_2021-01-16,2021-01-11_2021-01-23,2021-01-18_2021-01-30,2021-01-25_2021-02-06,2021-02-01_2021-02-13,2021-02-08_2021-02-20,2021-02-15_2021-02-27,2021-02-22_2021-03-06
num_states_beat_baseline-USACE-ERDC_SEIR,,,,,20,19,20,13,17,11,8,23,25,19,21,13,8,13,16,20,14,14,19,15,,14,,21,,,16,13,25,,,,,,,,,,,,
num_states_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,27,29,18,32,26,19,22,24,22,28,29,24,27,27,26,34,36,36,32,40,37,33,43,22,33,25,31,17,15,17,22,33,35,34,29
num_states_beat_baseline-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,35,,,,,,,,,,,,,,,
num_states_beat_baseline-UT-Mobility,22,17,18,23,28,26,28,27,23,24,23,28,28,30,15,14,,20,20,,,21,17,17,25,20,20,23,23,27,21,21,25,16,24,16,,,24,,27,,,,
num_states_beat_baseline-UpstateSU-GRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,10,,23,,,,,,,
num_states_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,,,,,,10,14,15,12,12,9,7,9,8,6,4,1,1,2,10,7,,5,9,12,11,18,26,27,21
num_states_beat_baseline-YYG-ParamSearch,28,16,24,37,29,28,35,31,33,36,33,33,41,36,35,20,24,32,24,29,30,28,27,33,31,,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-epiforecasts-ensemble1,,,,,,,,,3,3,8,14,7,4,10,6,3,4,8,13,7,11,11,5,6,27,25,19,26,34,33,27,39,28,34,23,31,24,28,20,18,25,22,26,30
perc_beat_baseline-AIpert-pwllnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3725490196,0.4509803922,0.4901960784,0.3333333333,0.431372549,0.3921568627,0.3333333333,0.3725490196,0.4117647059,0.38
perc_beat_baseline-Auquan-SEIR,,,,,0.1176470588,0.07843137255,0.01960784314,0,0,0.3333333333,0.3921568627,0.4901960784,,,,0.137254902,0.137254902,0.137254902,0.137254902,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,,,,,,0.4117647059,0.4509803922,0.4705882353,0.5098039216,0.4705882353,0.6862745098,0.6862745098,0.568627451,0.8823529412,0.431372549,0.3137254902,0.3725490196,0.6078431373,0.4509803922,0.2941176471,0.3921568627,0.5882352941,0.4509803922,0.5490196078,0.6078431373,0.5294117647
perc_beat_baseline-CEID-Walk,,,,,,,,,,,,,,,,,0.5098039216,0.4705882353,0.3725490196,0.3921568627,0.4705882353,0.5490196078,0.3921568627,0.5294117647,0.4901960784,0.6274509804,0.4901960784,0.6078431373,0.5294117647,0.6274509804,0.6274509804,0.6078431373,0.6470588235,0.5882352941,0.5294117647,0.3725490196,0.5294117647,0.4705882353,0.431372549,0.3725490196,0.431372549,0.3725490196,0.1764705882,0.2352941176,0.2549019608
perc_beat_baseline-CMU-TimeSeries,,,,,,,,,,,,,,0.5882352941,0.7450980392,0.4901960784,0.4509803922,0.5882352941,0.431372549,0.58,0.5102040816,0.5306122449,0.4897959184,0.612244898,0.5714285714,0.6862745098,0.5294117647,0.5490196078,0.568627451,0.6666666667,0.7450980392,0.6470588235,0.8039215686,0.5882352941,0.3921568627,0.3921568627,0.7450980392,0.4509803922,0.4117647059,0.3921568627,0.431372549,0.4705882353,0.3529411765,0.568627451,0.4901960784
perc_beat_baseline-COVIDhub-ensemble,,0.5490196078,0.4901960784,0.4901960784,0.4901960784,0.5490196078,0.4901960784,0.5490196078,0.4901960784,0.6078431373,0.5882352941,0.6666666667,0.6470588235,0.7058823529,0.6470588235,0.5098039216,0.5098039216,0.6078431373,0.5098039216,0.6470588235,0.6078431373,0.5882352941,0.6274509804,0.6666666667,0.5490196078,0.7254901961,0.6274509804,0.6666666667,0.6274509804,0.8235294118,0.8431372549,0.8039215686,0.9607843137,0.6470588235,0.7254901961,0.5098039216,0.7647058824,0.5490196078,0.6274509804,0.3725490196,0.431372549,0.6862745098,0.6862745098,0.6470588235,0.6862745098
perc_beat_baseline-COVIDhub-trained_ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6274509804,0.8039215686,0.01960784314,0.5882352941
perc_beat_baseline-CU-select,0.32,0.46,0.48,0.44,0.42,0.4,0.42,0.3725490196,0.4509803922,0.4117647059,0.2549019608,0.3333333333,0.5294117647,0.431372549,0.3725490196,0.3333333333,0.3333333333,0.2549019608,0.3333333333,0.4509803922,0.4117647059,0.3529411765,0.3333333333,0.3137254902,0.2941176471,0.4901960784,0.6078431373,0.5294117647,0.5490196078,0.6274509804,0.6274509804,0.5294117647,0.5098039216,0.3137254902,0.4509803922,0.3725490196,0.3921568627,0.137254902,0.1764705882,0.2549019608,0.3333333333,0.431372549,0.5882352941,0.6470588235,0.568627451
perc_beat_baseline-Caltech-CS156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666667,0.8039215686,0.7450980392,0.6862745098,0.8039215686,0.6274509804,0.6862745098,0.568627451,0.8039215686,0.4901960784,0.4117647059,0.4509803922,,0.4705882353,0.5294117647,,0.568627451
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,,,,,,0.52,0.431372549,0.4901960784,0.4509803922,0.3921568627,0.4901960784,0.56,0.5490196078,0.52,0.6078431373,0.6,0.431372549,0.3725490196,0.01960784314,0.568627451,0.3137254902,0.568627451,0.2549019608,,0.3725490196,0.3,,0.3921568627,0.6274509804,0.4117647059
perc_beat_baseline-Covid19Sim-Simulator,,,,,,0.3137254902,0.3725490196,0.3725490196,0.3137254902,0.4705882353,0.3921568627,0.3921568627,0.4509803922,0.431372549,0.3921568627,0.3921568627,,0.2352941176,0.2156862745,0.5294117647,0.4117647059,0.5098039216,0.4117647059,0.3529411765,0.2941176471,0.2941176471,0.2156862745,0.5294117647,0.568627451,0.4509803922,,0.3921568627,0.6666666667,0.1568627451,0.2549019608,0.3529411765,0.568627451,0.3725490196,0.1960784314,0.1764705882,0.3333333333,0.4509803922,0.4901960784,0.5098039216,0.431372549
perc_beat_baseline-CovidActNow-SEIR_CAN,,,,,,,0.2352941176,0.1960784314,0.3137254902,0.2093023256,,0.2156862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-CovidAnalytics-DELPHI,,0.5098039216,0.3137254902,0.4117647059,0.3137254902,0.431372549,0.5294117647,0.4117647059,0.431372549,0.5294117647,0.4705882353,0.4117647059,0.4901960784,0.6078431373,0.4509803922,0.3921568627,0.3725490196,0.3333333333,0.4509803922,0.5098039216,0.2941176471,0.3529411765,0.4509803922,0.3529411765,0.2745098039,0.4705882353,0.2352941176,0.4509803922,0.3725490196,0.3725490196,0.4509803922,0.4901960784,0.6862745098,0.3725490196,0.5882352941,0.4705882353,0.5294117647,0.4705882353,0.3529411765,0.2745098039,0.3725490196,0.431372549,0.5294117647,0.5294117647,0.4901960784
perc_beat_baseline-DDS-NBDS,,,,,,,,,,,,,,,0.4509803922,0.3333333333,0.2549019608,0.3725490196,0.3529411765,0.5294117647,0.4509803922,0.4705882353,0.4117647059,0.5294117647,0.431372549,0.4509803922,0.6078431373,0.5098039216,0.3921568627,0.5882352941,0.4901960784,0.568627451,0.4705882353,0.5490196078,0.2745098039,0.431372549,0.5098039216,0.3529411765,0.3725490196,0.1960784314,0.2156862745,0.4705882353,0.3529411765,,0.2745098039
perc_beat_baseline-FDANIHASU-Sweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-GT-DeepCOVID,,,0.1276595745,0.1428571429,0.64,0.3,0.3714285714,0.3333333333,0.3513513514,0.375,0.525,0.2195121951,0.4347826087,0.4666666667,0.4090909091,0.3953488372,0.3863636364,0.4565217391,0.4375,0.5531914894,0.375,0.5918367347,0.5227272727,0.5111111111,0.4347826087,0.6530612245,0.5416666667,0.4565217391,0.5652173913,0.6,0.6590909091,0.5833333333,0.8571428571,0.58,0.58,0.52,0.64,0.6530612245,0.48,0.54,0.48,0.5208333333,0.693877551,0.5102040816,0.5208333333
perc_beat_baseline-GT_CHHS-COVID19,,,,,,,0,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
perc_beat_baseline-Google_Harvard-CPF,,,,,,,,,,,,,,,,,,0.2352941176,0.2941176471,0.4509803922,0.3921568627,0.3921568627,0.2941176471,0.4705882353,0.3921568627,0.5490196078,0.6078431373,0.5490196078,0.6862745098,0.7450980392,0.5882352941,0.7254901961,0.9215686275,0.431372549,0.5882352941,0.4117647059,0.7058823529,0.5490196078,0.5098039216,0.3137254902,0.4901960784,0.4705882353,0.6078431373,0.5098039216,0.5882352941
perc_beat_baseline-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-IHME-CurveFit,0.4509803922,0.3469387755,0.2745098039,0.4901960784,0.4509803922,,0.4117647059,0.431372549,0.431372549,0.5098039216,0.4705882353,0.4901960784,,0.3725490196,0.2941176471,0.2745098039,0.1960784314,,0.2941176471,0.3529411765,0.3333333333,,0.3333333333,0.2745098039,,,0.3921568627,0.3725490196,,,,0.4117647059,,0.3137254902,0.3137254902,0.3333333333,0.431372549,,,0.2156862745,0.3333333333,0.4509803922,0.5490196078,0.5882352941,0.431372549
perc_beat_baseline-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,,,0.3469387755,0.5102040816,0.3265306122,0.3673469388,0.3673469388,0.4489795918,,0.3265306122,0.3265306122,0.4081632653,0.3673469388,0.2040816327,0.2448979592,,,,,,,,,,,,
perc_beat_baseline-IUPUI-HkPrMobiDyR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
perc_beat_baseline-IowaStateLW-STEM,,0.4897959184,0.3265306122,,0.387755102,0.3265306122,0.2448979592,0.3469387755,0.387755102,0.3673469388,0.3469387755,0.387755102,0.4489795918,0.2244897959,0.3265306122,0.2857142857,,0.3469387755,0.3265306122,0.3673469388,0.387755102,0.4081632653,0.387755102,0.4693877551,0.387755102,0.5510204082,0.4081632653,0.387755102,0.5102040816,0.5510204082,0.6530612245,0.5918367347,0.7959183673,0.387755102,0.4081632653,0.2448979592,0.5102040816,0.5306122449,0.3265306122,0.306122449,0.3673469388,0.2448979592,0.3265306122,0.2040816327,0.4693877551
perc_beat_baseline-JCB-PRM,,,,,,,,,,,,,,,0.5882352941,0.2745098039,0.3333333333,0.4705882353,0.5882352941,0.568627451,0.5882352941,0.6666666667,0.7058823529,0.5882352941,0.4705882353,0.6470588235,0.568627451,0.568627451,0.568627451,0.6274509804,0.6862745098,0.6078431373,0.8235294118,0.6274509804,0.5882352941,0.2941176471,0.7254901961,,,,,,,,
perc_beat_baseline-JHUAPL-Bucky,,,,,,,,,,,,,,,,,,,,0.2941176471,0.2549019608,0.2352941176,0.2941176471,0.3137254902,0.3137254902,0.5098039216,0.568627451,0.5294117647,0.4509803922,0.5490196078,0.568627451,0.3725490196,0.8039215686,0.5490196078,0.4901960784,0.3137254902,0.2745098039,0.2549019608,0.1960784314,,0.2745098039,0.1960784314,0.2745098039,0.2156862745,0.3333333333
perc_beat_baseline-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,0.5490196078,0.568627451,0.4117647059,0.6078431373,0.6078431373,0.5098039216,0.9215686275,0.5882352941,0.4901960784,0.3333333333,0.6666666667,,0.52,0.387755102,0.3529411765,0.3333333333,0.4,0.2941176471,0.4901960784
perc_beat_baseline-JHU_IDD-CovidSP,,,,,0.05882352941,0.09803921569,0.09803921569,0.1764705882,0.3529411765,0.2156862745,0.1764705882,0.3725490196,0.3529411765,0.3333333333,0.3333333333,0.1176470588,0.07843137255,0.137254902,0.3137254902,0.3529411765,0.3529411765,0.3333333333,0.4117647059,0.5098039216,0.3921568627,0.4705882353,0.4705882353,0.2745098039,0.1764705882,0.1568627451,0.5098039216,0.431372549,0.5490196078,0.2941176471,0.3529411765,0.2745098039,0.4509803922,0.3921568627,0.3333333333,0.3137254902,0.3921568627,0.3333333333,0.4509803922,0.3921568627,0.3333333333
perc_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3137254902,0.3529411765,0.2352941176,,,,,,,,,,,,,,,
perc_beat_baseline-Karlen-pypm,,,,,,,,,,,,,,0.3921568627,0.431372549,0.3529411765,0.3529411765,0.5294117647,0.5294117647,0.5490196078,0.6274509804,0.5882352941,0.6274509804,0.6274509804,0.5882352941,0.6666666667,0.6274509804,0.7058823529,0.6862745098,0.8039215686,0.6666666667,0.7450980392,0.862745098,0.6862745098,0.6470588235,0.5294117647,0.7450980392,0.568627451,0.5882352941,0.4901960784,0.3725490196,0.6470588235,0.6862745098,0.6862745098,0.5882352941
perc_beat_baseline-LANL-GrowthRate,0.3921568627,0.4509803922,0.431372549,0.4509803922,0.5882352941,0.5098039216,0.4901960784,0.5882352941,0.5294117647,0.3529411765,0.4509803922,0.5882352941,0.4117647059,0.4901960784,0.3921568627,0.3529411765,0.2941176471,0.3137254902,0.3333333333,0.4705882353,0.4901960784,0.431372549,0.5098039216,0.4901960784,0.4117647059,0.4901960784,0.3921568627,0.3921568627,0.5098039216,0.7254901961,0.4901960784,0.431372549,0.6078431373,0.5490196078,0.6274509804,0.4705882353,0.4901960784,0.3529411765,0.431372549,0.3725490196,0.4901960784,0.5098039216,0.6470588235,0.568627451,0.4901960784
perc_beat_baseline-LNQ-ens1,,,,,,,,,,,,,,0.6274509804,0.4901960784,0.4509803922,0.3921568627,0.3529411765,0.4705882353,0.5294117647,0.4705882353,0.3921568627,0.5490196078,0.5882352941,0.5490196078,0.5882352941,0.568627451,0.6078431373,0.6274509804,0.7843137255,0.7254901961,0.568627451,0.6274509804,0.5882352941,0.5882352941,0.4117647059,0.2352941176,0.2941176471,0.568627451,0.4901960784,0.5098039216,0.6274509804,0.7254901961,0.7058823529,0.5098039216
perc_beat_baseline-MITCovAlliance-SIR,,,,,,,,,,,0.2745098039,0.2549019608,0.137254902,0.3529411765,0.3137254902,0.2549019608,,0.1568627451,,,0.3921568627,0.3921568627,0.3137254902,0.4901960784,,,0.3921568627,,,,,,,,,,,0.3137254902,0.2941176471,,,,,,
perc_beat_baseline-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,,,,,0.3921568627,0.3529411765,0.5294117647,0.4509803922,0.3921568627,0.4901960784,0.6274509804,0.5098039216,0.5098039216,0.5098039216,0.6078431373,0.6274509804,0.8431372549,0.5490196078,0.5098039216,0.3725490196,0.6862745098,0.4901960784,0.5294117647,0.3137254902,0.2941176471,0.431372549,0.3137254902,0.1764705882,0.5882352941
perc_beat_baseline-MIT_ISOLAT-Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4634146341,0.4545454545,0.4186046512,0.4782608696,0.4523809524
perc_beat_baseline-MOBS-GLEAM_COVID,0.1136363636,0.375,0.3,0.34,0.38,0.44,0.5,0.46,0.38,0.42,0.26,0.46,0.5,0.52,0.5,0.4,0.36,0.44,0.3,0.48,0.38,0.42,0.42,0.34,0.38,0.46,0.52,0.7,0.58,0.7,0.76,0.6,0.88,0.52,0.44,0.46,0.78,0.72,0.52,0.34,0.5,0.54,0.5,0.52,0.48
perc_beat_baseline-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6170212766,0.7446808511,0.6808510638,0.7234042553,0.82,0.76,0.88,0.64,,,,,,,,,,,
perc_beat_baseline-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.34,0.2,0.82,0.66,0.56,0.34,0.36,0.48,0.28,0.48,0.6666666667
perc_beat_baseline-NotreDame-FRED,,,0.1428571429,0.2857142857,0.1428571429,0,0.1428571429,0.4285714286,0.1428571429,0,0,0.2857142857,0.1428571429,0.1428571429,0.4285714286,0.2857142857,0.2857142857,0.1428571429,0,0.1428571429,0,0.2857142857,0.2857142857,0.4285714286,0,0.7142857143,0.7142857143,0.4285714286,0.4285714286,0.5714285714,0.4285714286,0.2857142857,,0.1428571429,0.2857142857,,,,,,,,,,0
perc_beat_baseline-NotreDame-mobility,,,,,,,,,,0.5882352941,0.3529411765,0.431372549,0.4901960784,0.4117647059,0.2745098039,0.1764705882,0.1960784314,0.3921568627,0.3725490196,0.431372549,0.3529411765,0.2941176471,0.5098039216,0.3529411765,0.4705882353,0.3529411765,0.431372549,0.3725490196,0.3921568627,0.3137254902,0.3725490196,0.2549019608,0.4705882353,0.2156862745,0.2941176471,,,,,,,,,,
perc_beat_baseline-OliverWyman-Navigator,,,,,,,,0.6595744681,0.5294117647,0.4705882353,0.4901960784,0.7058823529,0.5882352941,0.6666666667,0.6470588235,0.4117647059,0.4705882353,0.6666666667,0.431372549,0.4705882353,0.6274509804,0.5098039216,0.5098039216,0.568627451,0.568627451,0.7058823529,0.7058823529,0.7254901961,0.5294117647,0.7647058824,0.8235294118,0.6078431373,0.8823529412,0.6078431373,0.4705882353,0.4117647059,0.6666666667,0.6470588235,0.431372549,0.4117647059,0.4901960784,0.6274509804,0.7647058824,0.7450980392,0.4901960784
perc_beat_baseline-PSI-DRAFT,,,,,0.3921568627,0.3529411765,0.431372549,0.3137254902,0.3333333333,0.3921568627,0.3333333333,0.3137254902,0.2941176471,0.36,0.2745098039,0.2745098039,0.2352941176,0.2549019608,0.3529411765,0.4509803922,0.3137254902,0.3725490196,0.5098039216,0.431372549,0.3333333333,0.3725490196,0.2549019608,0.2549019608,0.3333333333,0.3725490196,0.4509803922,0.2352941176,0.5098039216,0.3137254902,0.3333333333,0.2352941176,0.5098039216,0.4509803922,0.3529411765,0.2745098039,0.3529411765,0.3137254902,0.3333333333,0.5098039216,0.3921568627
perc_beat_baseline-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-Quantori-Multiagents,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,0.21875,0.15625,0.15625,0.4333333333,0.3333333333,0.4838709677,0.3870967742,0.3666666667,0.2580645161,0.3870967742,0.3225806452,0.3548387097,0.4333333333,0.3333333333,0.4,0.2333333333,0.8,0.3870967742,0.4193548387,0.3333333333,0.2333333333,0.2,0.2580645161,0.1290322581,0.3548387097,0.3333333333,0.3333333333,0.3,0.4193548387
perc_beat_baseline-RobertWalraven-ESG,,,,,,,,,,,,0.3725490196,0.2156862745,0.04081632653,0.1632653061,0.3265306122,0.22,0.2,0.2745098039,0.3529411765,0.2549019608,0.1960784314,0.2941176471,0.1960784314,0.2745098039,0.1568627451,0.431372549,0.1568627451,0.1176470588,0.4705882353,0.4901960784,0.32,0.3725490196,0.3725490196,0.3529411765,0.3725490196,0.137254902,0.2156862745,0.4117647059,0.4117647059,0.5098039216,0.6666666667,0.7254901961,0.7254901961,0.6274509804
perc_beat_baseline-STH-3PU,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,
perc_beat_baseline-SWC-TerminusCM,,,,,,0.275,0.3333333333,0.2340425532,0.3921568627,,0.2708333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-SigSci-TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4117647059,0.4210526316,0.3469387755,0.3541666667
perc_beat_baseline-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,,,0.4117647059,0.5098039216,0.6470588235,0.5882352941,0.568627451,0.4509803922,0.431372549,0.7058823529,0.7254901961,0.6862745098,0.6274509804,0.7254901961,0.5490196078,0.568627451,0.6666666667,0.5294117647,0.7254901961,0.5882352941,0.6470588235,0.431372549,0.4705882353,0.3921568627,0.3921568627,0.6078431373,0.7058823529,,0.6078431373
perc_beat_baseline-TTU-squider,,,,,,,,,,,,,,,,,,0,0.09803921569,,,0.137254902,,0.137254902,0.1176470588,0.09803921569,0.1568627451,0.2745098039,0.2745098039,0.2352941176,0.2156862745,0.2156862745,0.4509803922,0.3529411765,0.2941176471,0.2745098039,0.3529411765,0.3529411765,0.1960784314,0.1568627451,0.137254902,0.137254902,0.1960784314,0.2156862745,0.1764705882
perc_beat_baseline-UA-EpiCovDA,,,,,,0.2352941176,0.3137254902,0.2745098039,0.4705882353,0.568627451,0.5098039216,0.4117647059,0.3921568627,0.5098039216,0.5882352941,0.3529411765,0.3333333333,0.4901960784,0.431372549,0.4117647059,0.3921568627,0.4509803922,0.3529411765,0.4509803922,0.4117647059,0.4901960784,0.4901960784,0.568627451,0.5490196078,0.6078431373,0.6470588235,0.6274509804,0.568627451,0.4117647059,0.5098039216,0.5098039216,0.1764705882,0.3529411765,0.4117647059,0.3137254902,0.3529411765,0.4705882353,0.6274509804,0.568627451,0.431372549
perc_beat_baseline-UCLA-SuEIR,,,0.3137254902,0.4509803922,0.568627451,0.4705882353,0.6078431373,0.568627451,0.6274509804,0.4705882353,0.3921568627,0.4705882353,0.5294117647,0.4901960784,0.431372549,0.3333333333,0.4509803922,0.3725490196,0.4705882353,0.4705882353,0.4509803922,0.431372549,0.3725490196,0.4705882353,0.3921568627,0.3333333333,0.3137254902,0.2745098039,0.3725490196,0.4117647059,0.3921568627,0.568627451,0.3529411765,0.5882352941,0.4901960784,0.431372549,0.3333333333,0.4117647059,0.4117647059,0.5294117647,0.3921568627,0.4705882353,0.6078431373,,0.3333333333
perc_beat_baseline-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,,,,,,,,,
perc_beat_baseline-UCSB-ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2941176471,0.5882352941,0.3921568627,0.5490196078,0.2941176471,0.7450980392,0.3333333333,0.431372549,0.4705882353,0.6274509804,0.3529411765,0.3137254902,0.137254902,0.3137254902,,,,
perc_beat_baseline-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,,0.3,0.46,0.34,0.4,0.38,0.46,0.6,0.66,0.56,0.72,0.76,0.64,0.94,0.6,0.3,0.4,0.48,0.68,0.44,0.28,0.38,0.46,0.4,0.38,0.46
perc_beat_baseline-UChicago-CovidIL,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_100,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_10_+,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_30_+,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_40,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_60,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_80,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666667,0.6862745098,0.6274509804,0.3921568627,0.5490196078,0.6274509804,0.6078431373,,0.6470588235,0.2745098039,0.7058823529,0.3921568627,0.4509803922,0.3529411765,,0.5490196078
perc_beat_baseline-UMass-MechBayes,,0.3333333333,0.3529411765,0.4705882353,0.7058823529,0.7450980392,0.5098039216,0.7058823529,0.6078431373,0.4901960784,0.6078431373,0.7254901961,0.7254901961,0.6862745098,0.568627451,0.4901960784,0.3725490196,0.431372549,0.4705882353,0.5882352941,0.6666666667,0.5490196078,0.6274509804,0.568627451,0.6470588235,0.6862745098,0.6862745098,0.6078431373,0.6862745098,0.7254901961,0.7058823529,0.6470588235,0.7254901961,0.5490196078,0.6274509804,0.7058823529,0.4705882353,0.4901960784,0.6666666667,0.6078431373,0.5294117647,0.6078431373,0.7254901961,0.6274509804,0.5882352941
perc_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,0.3142857143,0.3214285714,0.2666666667,0.3043478261,0.2820512821,0.225,0.3953488372,0.3673469388,0.2857142857,0.34,0.38,0.48,0.48,0.46,0.48,0.44,0.38,0.46,0.32,0.5,0.5,0.3333333333,0.32,0.5,0.38,0.26,0.18,0.28,0.38,0.5102040816,0.4680851064,0.4772727273
perc_beat_baseline-USACE-ERDC_SEIR,,,,,0.3921568627,0.3725490196,0.3921568627,0.2549019608,0.3333333333,0.2156862745,0.1568627451,0.4509803922,0.4901960784,0.3725490196,0.4117647059,0.2549019608,0.1568627451,0.2549019608,0.3137254902,0.3921568627,0.2745098039,0.2745098039,0.3725490196,0.2941176471,,0.2745098039,,0.4117647059,,,0.3137254902,0.2549019608,0.4901960784,,,,,,,,,,,,
perc_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,0.5294117647,0.568627451,0.3529411765,0.6274509804,0.5098039216,0.3725490196,0.431372549,0.4705882353,0.431372549,0.5490196078,0.568627451,0.4705882353,0.5294117647,0.5294117647,0.5098039216,0.6666666667,0.7058823529,0.7058823529,0.6274509804,0.7843137255,0.7254901961,0.6470588235,0.8431372549,0.431372549,0.6470588235,0.4901960784,0.6078431373,0.3333333333,0.2941176471,0.3333333333,0.431372549,0.6470588235,0.6862745098,0.6666666667,0.568627451
perc_beat_baseline-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5294117647,0.6862745098,,,,,,,,,,,,,,,
